CustomerCode,CountryCode,FMSerialnumber,Month,Year,Period
952440,SA,869651004,12,2018,201812
952440,SA,869651011,12,2018,201812
952440,SA,869651011,01,2018,201801
952440,SA,869651011,02,2018,201802
952440,SA,869651011,03,2018,201803
952440,SA,869651011,04,2018,201804
952440,SA,869651011,05,2018,201805
952440,SA,869651011,06,2018,201806
952440,SA,869651011,07,2018,201807
952440,SA,869651011,08,2018,201808
952440,SA,869651011,09,2018,201809
952440,SA,869651011,10,2018,201810
954874,EG,853251013,11,2018,201811
952440,SA,869351047,01,2018,201801
952440,SA,869351047,02,2018,201802
952440,SA,869351047,03,2018,201803
952440,SA,869351047,04,2018,201804
952440,SA,869351047,05,2018,201805
952440,SA,869351047,06,2018,201806
952440,SA,869351047,07,2018,201807
952440,SA,869351047,08,2018,201808
952440,SA,869351047,09,2018,201809
952440,SA,869351047,10,2018,201810
952440,SA,869351047,12,2018,201812
953894,LY,870151181,01,2018,201801
953894,LY,870151181,02,2018,201802
953894,LY,870151181,03,2018,201803
953894,LY,870151181,04,2018,201804
953894,LY,870151181,05,2018,201805
953894,LY,870151181,06,2018,201806
953894,LY,870151181,07,2018,201807
953894,LY,870151181,08,2018,201808
953894,LY,870151181,09,2018,201809
953894,LY,870151181,10,2018,201810
953894,LY,850451012,01,2018,201801
953894,LY,850451012,02,2018,201802
953894,LY,850451012,03,2018,201803
953894,LY,850451012,04,2018,201804
953894,LY,850451012,05,2018,201805
953894,LY,850451012,06,2018,201806
953894,LY,850451012,07,2018,201807
953894,LY,850451012,08,2018,201808
953894,LY,850451012,09,2018,201809
953894,LY,850451012,10,2018,201810
952870,EG,869351051,11,2018,201811
953894,LY,870151181,12,2018,201812
953894,LY,850451012,12,2018,201812
953894,LY,869351057,01,2018,201801
953894,LY,869351057,02,2018,201802
953894,LY,869351057,03,2018,201803
953894,LY,869351057,04,2018,201804
953894,LY,869351057,05,2018,201805
953894,LY,869351057,06,2018,201806
953894,LY,869351057,07,2018,201807
953894,LY,869351057,08,2018,201808
953894,LY,869351057,09,2018,201809
953894,LY,869351057,10,2018,201810
953466,EG,870151143,11,2018,201811
953894,LY,869351057,12,2018,201812
953535,LY,853251029,12,2018,201812
953535,LY,853251029,01,2018,201801
953535,LY,853251029,02,2018,201802
953535,LY,853251029,03,2018,201803
953535,LY,853251029,04,2018,201804
953535,LY,853251029,05,2018,201805
953535,LY,853251029,06,2018,201806
953535,LY,853251029,07,2018,201807
953535,LY,853251029,08,2018,201808
953535,LY,853251029,09,2018,201809
953535,LY,853251029,10,2018,201810
955645,EG,8696 51 016,11,2018,201811
954254,EG,869351053,01,2018,201801
954254,EG,870151182,01,2018,201801
954254,EG,869351053,02,2018,201802
954254,EG,870151182,02,2018,201802
954254,EG,869351053,03,2018,201803
954254,EG,870151182,03,2018,201803
954254,EG,869351053,04,2018,201804
954254,EG,870151182,04,2018,201804
954254,EG,869351053,05,2018,201805
954254,EG,870151182,05,2018,201805
954254,EG,869351053,06,2018,201806
954254,EG,870151182,06,2018,201806
954254,EG,869351053,07,2018,201807
954254,EG,870151182,07,2018,201807
954254,EG,869351053,08,2018,201808
954254,EG,870151182,08,2018,201808
954254,EG,869351053,09,2018,201809
954254,EG,870151182,09,2018,201809
954254,EG,869351053,10,2018,201810
954254,EG,870151182,10,2018,201810
951730,SA,873751002,11,2018,201811
951730,SA,873051018,11,2018,201811
954254,EG,869351053,12,2018,201812
954254,EG,870151182,12,2018,201812
954263,SA,873051042,01,2018,201801
954263,SA,873051042,02,2018,201802
954263,SA,873051042,03,2018,201803
954263,SA,873051042,04,2018,201804
954263,SA,873051042,05,2018,201805
954263,SA,873051042,06,2018,201806
954263,SA,873051042,07,2018,201807
954263,SA,873051042,08,2018,201808
954263,SA,873051042,09,2018,201809
954263,SA,873051042,10,2018,201810
951730,SA,873751048,11,2018,201811
954263,SA,873051042,12,2018,201812
954440,EG,869351071,01,2018,201801
954440,EG,869351071,02,2018,201802
954440,EG,869351071,03,2018,201803
954440,EG,869351071,04,2018,201804
954440,EG,869351071,05,2018,201805
954440,EG,869351071,06,2018,201806
954440,EG,869351071,07,2018,201807
954440,EG,869351071,08,2018,201808
954440,EG,869351071,09,2018,201809
954440,EG,869351071,10,2018,201810
952870,EG,873051060,11,2018,201811
954440,EG,869351071,12,2018,201812
953234,SA,870751123,01,2018,201801
953234,SA,870751123,02,2018,201802
953234,SA,870751123,03,2018,201803
953234,SA,870751123,04,2018,201804
953234,SA,870751123,05,2018,201805
953234,SA,870751123,06,2018,201806
953234,SA,870751123,07,2018,201807
953234,SA,870751123,08,2018,201808
953234,SA,870751123,09,2018,201809
953234,SA,870751123,10,2018,201810
951078,SA,870151061,11,2018,201811
953234,SA,870751123,12,2018,201812
952983,IR,853251052,01,2018,201801
952983,IR,853251053,01,2018,201801
952983,IR,853251037,01,2018,201801
952983,IR,853251048,01,2018,201801
952983,IR,853251052,02,2018,201802
952983,IR,853251053,02,2018,201802
952983,IR,853251037,02,2018,201802
952983,IR,853251048,02,2018,201802
952983,IR,853251052,03,2018,201803
952983,IR,853251053,03,2018,201803
952983,IR,853251037,03,2018,201803
952983,IR,853251048,03,2018,201803
952983,IR,853251052,04,2018,201804
952983,IR,853251053,04,2018,201804
952983,IR,853251037,04,2018,201804
952983,IR,853251048,04,2018,201804
952983,IR,853251052,05,2018,201805
952983,IR,853251053,05,2018,201805
952983,IR,853251037,05,2018,201805
952983,IR,853251048,05,2018,201805
952983,IR,853251052,06,2018,201806
952983,IR,853251053,06,2018,201806
952983,IR,853251037,06,2018,201806
952983,IR,853251048,06,2018,201806
952983,IR,853251052,07,2018,201807
952983,IR,853251053,07,2018,201807
952983,IR,853251037,07,2018,201807
952983,IR,853251048,07,2018,201807
952983,IR,853251052,08,2018,201808
952983,IR,853251053,08,2018,201808
952983,IR,853251037,08,2018,201808
952983,IR,853251048,08,2018,201808
952983,IR,853251052,09,2018,201809
952983,IR,853251053,09,2018,201809
952983,IR,853251037,09,2018,201809
952983,IR,853251048,09,2018,201809
952983,IR,853251052,10,2018,201810
952983,IR,853251053,10,2018,201810
952983,IR,853251037,10,2018,201810
952983,IR,853251048,10,2018,201810
952870,EG,873051079,11,2018,201811
952870,EG,873051098,11,2018,201811
952870,EG,873051088,11,2018,201811
952870,EG,873051102,11,2018,201811
952983,IR,853251052,12,2018,201812
952983,IR,853251053,12,2018,201812
952983,IR,853251037,12,2018,201812
952983,IR,853251048,12,2018,201812
952334,AO,850251014,01,2018,201801
952334,AO,870151026,01,2018,201801
952334,AO,850251014,02,2018,201802
952334,AO,870151026,02,2018,201802
952334,AO,850251014,03,2018,201803
952334,AO,870151026,03,2018,201803
952334,AO,850251014,04,2018,201804
952334,AO,870151026,04,2018,201804
952334,AO,850251014,05,2018,201805
952334,AO,870151026,05,2018,201805
952334,AO,850251014,06,2018,201806
952334,AO,870151026,06,2018,201806
952334,AO,850251014,07,2018,201807
952334,AO,870151026,07,2018,201807
952334,AO,850251014,08,2018,201808
952334,AO,870151026,08,2018,201808
952334,AO,850251014,09,2018,201809
952334,AO,870151026,09,2018,201809
952334,AO,850251014,10,2018,201810
952334,AO,870151026,10,2018,201810
952870,EG,873051114,11,2018,201811
952870,EG,853251057,11,2018,201811
952334,AO,850251014,12,2018,201812
952334,AO,870151026,12,2018,201812
955044,CD,8693 51 081,01,2018,201801
955044,CD,8693 51 081,02,2018,201802
955044,CD,8693 51 081,03,2018,201803
955044,CD,8693 51 081,04,2018,201804
955044,CD,8693 51 081,05,2018,201805
955044,CD,8693 51 081,06,2018,201806
955044,CD,8693 51 081,07,2018,201807
955044,CD,8693 51 081,08,2018,201808
955044,CD,8693 51 081,09,2018,201809
955044,CD,8693 51 081,10,2018,201810
952870,EG,853251059,11,2018,201811
955044,CD,8693 51 081,12,2018,201812
950916,KW,870751138,01,2018,201801
950916,KW,870751025,01,2018,201801
950916,KW,870751042,01,2018,201801
950916,KW,870751051,01,2018,201801
950916,KW,870751084,01,2018,201801
950916,KW,870751099,01,2018,201801
950916,KW,870751097,01,2018,201801
950916,KW,870751103,01,2018,201801
950916,KW,870751098,01,2018,201801
950916,KW,860351076,01,2018,201801
950916,KW,870151152,01,2018,201801
950916,KW,870151153,01,2018,201801
950916,KW,873051072,01,2018,201801
950916,KW,870751143,01,2018,201801
950916,KW,870751138,02,2018,201802
950916,KW,870751025,02,2018,201802
950916,KW,870751042,02,2018,201802
950916,KW,870751051,02,2018,201802
950916,KW,870751084,02,2018,201802
950916,KW,870751099,02,2018,201802
950916,KW,870751097,02,2018,201802
950916,KW,870751103,02,2018,201802
950916,KW,870751098,02,2018,201802
950916,KW,860351076,02,2018,201802
950916,KW,870151152,02,2018,201802
950916,KW,870151153,02,2018,201802
950916,KW,873051072,02,2018,201802
950916,KW,870751143,02,2018,201802
950916,KW,870751138,03,2018,201803
950916,KW,870751025,03,2018,201803
950916,KW,870751042,03,2018,201803
950916,KW,870751051,03,2018,201803
950916,KW,870751084,03,2018,201803
950916,KW,870751099,03,2018,201803
950916,KW,870751097,03,2018,201803
950916,KW,870751103,03,2018,201803
950916,KW,870751098,03,2018,201803
950916,KW,860351076,03,2018,201803
950916,KW,870151152,03,2018,201803
950916,KW,870151153,03,2018,201803
950916,KW,873051072,03,2018,201803
950916,KW,870751143,03,2018,201803
950916,KW,870751138,04,2018,201804
950916,KW,870751025,04,2018,201804
950916,KW,870751042,04,2018,201804
950916,KW,870751051,04,2018,201804
950916,KW,870751084,04,2018,201804
950916,KW,870751099,04,2018,201804
950916,KW,870751097,04,2018,201804
950916,KW,870751103,04,2018,201804
950916,KW,870751098,04,2018,201804
950916,KW,860351076,04,2018,201804
950916,KW,870151152,04,2018,201804
950916,KW,870151153,04,2018,201804
950916,KW,873051072,04,2018,201804
950916,KW,870751143,04,2018,201804
950916,KW,870751138,05,2018,201805
950916,KW,870751025,05,2018,201805
950916,KW,870751042,05,2018,201805
950916,KW,870751051,05,2018,201805
950916,KW,870751084,05,2018,201805
950916,KW,870751099,05,2018,201805
950916,KW,870751097,05,2018,201805
950916,KW,870751103,05,2018,201805
950916,KW,870751098,05,2018,201805
950916,KW,860351076,05,2018,201805
950916,KW,870151152,05,2018,201805
950916,KW,870151153,05,2018,201805
950916,KW,873051072,05,2018,201805
950916,KW,870751143,05,2018,201805
950916,KW,870751138,06,2018,201806
950916,KW,870751025,06,2018,201806
950916,KW,870751042,06,2018,201806
950916,KW,870751051,06,2018,201806
950916,KW,870751084,06,2018,201806
950916,KW,870751099,06,2018,201806
950916,KW,870751097,06,2018,201806
950916,KW,870751103,06,2018,201806
950916,KW,870751098,06,2018,201806
950916,KW,860351076,06,2018,201806
950916,KW,870151152,06,2018,201806
950916,KW,870151153,06,2018,201806
950916,KW,873051072,06,2018,201806
950916,KW,870751143,06,2018,201806
950916,KW,870751138,07,2018,201807
950916,KW,870751025,07,2018,201807
950916,KW,870751042,07,2018,201807
950916,KW,870751051,07,2018,201807
950916,KW,870751084,07,2018,201807
950916,KW,870751099,07,2018,201807
950916,KW,870751097,07,2018,201807
950916,KW,870751103,07,2018,201807
950916,KW,870751098,07,2018,201807
950916,KW,860351076,07,2018,201807
950916,KW,870151152,07,2018,201807
950916,KW,870151153,07,2018,201807
950916,KW,873051072,07,2018,201807
950916,KW,870751143,07,2018,201807
950916,KW,870751138,08,2018,201808
950916,KW,870751025,08,2018,201808
950916,KW,870751042,08,2018,201808
950916,KW,870751051,08,2018,201808
950916,KW,870751084,08,2018,201808
950916,KW,870751099,08,2018,201808
950916,KW,870751097,08,2018,201808
950916,KW,870751103,08,2018,201808
950916,KW,870751098,08,2018,201808
950916,KW,860351076,08,2018,201808
950916,KW,870151152,08,2018,201808
950916,KW,870151153,08,2018,201808
950916,KW,873051072,08,2018,201808
950916,KW,870751143,08,2018,201808
950916,KW,870751138,09,2018,201809
950916,KW,870751025,09,2018,201809
950916,KW,870751042,09,2018,201809
950916,KW,870751051,09,2018,201809
950916,KW,870751084,09,2018,201809
950916,KW,870751099,09,2018,201809
950916,KW,870751097,09,2018,201809
950916,KW,870751103,09,2018,201809
950916,KW,870751098,09,2018,201809
950916,KW,860351076,09,2018,201809
950916,KW,870151152,09,2018,201809
950916,KW,870151153,09,2018,201809
950916,KW,873051072,09,2018,201809
950916,KW,870751143,09,2018,201809
950916,KW,870751138,10,2018,201810
950916,KW,870751025,10,2018,201810
950916,KW,870751042,10,2018,201810
950916,KW,870751051,10,2018,201810
950916,KW,870751084,10,2018,201810
950916,KW,870751099,10,2018,201810
950916,KW,870751097,10,2018,201810
950916,KW,870751103,10,2018,201810
950916,KW,870751098,10,2018,201810
950916,KW,860351076,10,2018,201810
950916,KW,870151152,10,2018,201810
950916,KW,870151153,10,2018,201810
950916,KW,873051072,10,2018,201810
950916,KW,870751143,10,2018,201810
952870,EG,853251058,11,2018,201811
953269,SA,870751124,11,2018,201811
953234,SA,870751123,11,2018,201811
951730,SA,870151044,11,2018,201811
951735,SA,870151021,11,2018,201811
954269,SA,870151081,11,2018,201811
950916,KW,870751138,11,2018,201811
950916,KW,870751025,11,2018,201811
953466,EG,853251046,11,2018,201811
953466,EG,869351017,11,2018,201811
950916,KW,870751042,11,2018,201811
953466,EG,873051003,11,2018,201811
953466,EG,873051004,11,2018,201811
953466,EG,873051061,11,2018,201811
950916,KW,870151152,12,2018,201812
950916,KW,870151153,12,2018,201812
950916,KW,873051072,12,2018,201812
950916,KW,870751143,12,2018,201812
950916,KW,870751138,12,2018,201812
950916,KW,870751025,12,2018,201812
950916,KW,870751042,12,2018,201812
950916,KW,870751051,12,2018,201812
950916,KW,870751084,12,2018,201812
950916,KW,870751099,12,2018,201812
950916,KW,870751097,12,2018,201812
950916,KW,870751103,12,2018,201812
950916,KW,870751098,12,2018,201812
950916,KW,860351076,12,2018,201812
954126,SA,873051043,01,2018,201801
954126,SA,873751004,01,2018,201801
954126,SA,873051043,02,2018,201802
954126,SA,873751004,02,2018,201802
954126,SA,873051043,03,2018,201803
954126,SA,873751004,03,2018,201803
954126,SA,873051043,04,2018,201804
954126,SA,873751004,04,2018,201804
954126,SA,873051043,05,2018,201805
954126,SA,873751004,05,2018,201805
954126,SA,873051043,06,2018,201806
954126,SA,873751004,06,2018,201806
954126,SA,873051043,07,2018,201807
954126,SA,873751004,07,2018,201807
954126,SA,873051043,08,2018,201808
954126,SA,873751004,08,2018,201808
954126,SA,873051043,09,2018,201809
954126,SA,873751004,09,2018,201809
954126,SA,873051043,10,2018,201810
954126,SA,873751004,10,2018,201810
953466,EG,873051087,11,2018,201811
953466,EG,873051118,11,2018,201811
954126,SA,873051043,12,2018,201812
954126,SA,873751004,12,2018,201812
954515,NG,870151188,01,2018,201801
954515,NG,870151188,02,2018,201802
954515,NG,870151188,03,2018,201803
954515,NG,870151188,04,2018,201804
954515,NG,870151188,05,2018,201805
954515,NG,870151188,06,2018,201806
954515,NG,870151188,07,2018,201807
954515,NG,870151188,08,2018,201808
954515,NG,870151188,09,2018,201809
954515,NG,870151188,10,2018,201810
953466,EG,869351080,11,2018,201811
954515,NG,870151188,12,2018,201812
954515,NG,870151198,01,2018,201801
954515,NG,870151198,02,2018,201802
954515,NG,870151198,03,2018,201803
954515,NG,870151198,04,2018,201804
954515,NG,870151198,05,2018,201805
954515,NG,870151198,06,2018,201806
954515,NG,870151198,07,2018,201807
954515,NG,870151198,08,2018,201808
954515,NG,870151198,09,2018,201809
954515,NG,870151198,10,2018,201810
953466,EG,873051115,11,2018,201811
954515,NG,870151198,12,2018,201812
954255,TN,869351048,01,2018,201801
954255,TN,869351048,02,2018,201802
954255,TN,869351048,03,2018,201803
954255,TN,869351048,04,2018,201804
954255,TN,869351048,05,2018,201805
954255,TN,869351048,06,2018,201806
954255,TN,869351048,07,2018,201807
954255,TN,869351048,08,2018,201808
954255,TN,869351048,09,2018,201809
954255,TN,869351048,10,2018,201810
950916,KW,870751051,11,2018,201811
954255,TN,869351048,12,2018,201812
955416,ZA,869351061,01,2018,201801
955416,ZA,869351061,02,2018,201802
955416,ZA,869351061,03,2018,201803
955416,ZA,869351061,04,2018,201804
955416,ZA,869351061,05,2018,201805
955416,ZA,869351061,06,2018,201806
955416,ZA,869351061,07,2018,201807
955416,ZA,869351061,08,2018,201808
955416,ZA,869351061,09,2018,201809
954855,ZA,869351061,10,2018,201810
950916,KW,870751084,11,2018,201811
955416,ZA,869351061,12,2018,201812
954874,EG,873051101,12,2018,201812
954874,EG,853251013,12,2018,201812
954874,EG,873051101,01,2018,201801
954874,EG,873051101,02,2018,201802
954874,EG,873051101,03,2018,201803
954874,EG,873051101,04,2018,201804
954874,EG,873051101,05,2018,201805
954874,EG,873051101,06,2018,201806
954874,EG,873051101,07,2018,201807
954874,EG,873051101,08,2018,201808
954874,EG,873051101,09,2018,201809
954874,EG,873051101,10,2018,201810
950916,KW,870751099,11,2018,201811
954874,EG,853251013,01,2018,201801
954874,EG,853251013,02,2018,201802
954874,EG,853251013,03,2018,201803
954874,EG,853251013,04,2018,201804
954874,EG,853251013,05,2018,201805
954874,EG,853251013,06,2018,201806
954874,EG,853251013,07,2018,201807
954874,EG,853251013,08,2018,201808
954874,EG,853251013,09,2018,201809
954874,EG,853251013,10,2018,201810
950916,KW,870751097,11,2018,201811
954436,ZA,869351046,01,2018,201801
954436,ZA,869351056,01,2018,201801
954436,ZA,869351046,02,2018,201802
954436,ZA,869351056,02,2018,201802
954436,ZA,869351046,03,2018,201803
954436,ZA,869351056,03,2018,201803
954436,ZA,869351046,04,2018,201804
954436,ZA,869351056,04,2018,201804
954436,ZA,869351046,05,2018,201805
954436,ZA,869351056,05,2018,201805
954436,ZA,869351046,06,2018,201806
954436,ZA,869351056,06,2018,201806
954436,ZA,869351046,07,2018,201807
954436,ZA,869351056,07,2018,201807
954436,ZA,869351046,08,2018,201808
954436,ZA,869351056,08,2018,201808
954436,ZA,869351046,09,2018,201809
954436,ZA,869351056,09,2018,201809
954436,ZA,869351046,10,2018,201810
954436,ZA,869351056,10,2018,201810
950916,KW,870751103,11,2018,201811
950916,KW,870751098,11,2018,201811
954436,ZA,869351046,12,2018,201812
954436,ZA,869351056,12,2018,201812
954436,ZA,869351089,01,2018,201801
954436,ZA,869351089,02,2018,201802
954436,ZA,869351089,03,2018,201803
954436,ZA,869351089,04,2018,201804
954436,ZA,869351089,05,2018,201805
954436,ZA,869351089,06,2018,201806
954436,ZA,869351089,07,2018,201807
954436,ZA,869351089,08,2018,201808
954436,ZA,869351089,09,2018,201809
954436,ZA,869351089,10,2018,201810
950916,KW,860351076,11,2018,201811
954436,ZA,869351089,12,2018,201812
952760,OM,870151027,01,2018,201801
952760,OM,870151027,02,2018,201802
952760,OM,870151027,03,2018,201803
952760,OM,870151027,04,2018,201804
952760,OM,870151027,05,2018,201805
952760,OM,870151027,06,2018,201806
952760,OM,870151027,07,2018,201807
952760,OM,870151027,08,2018,201808
952760,OM,870151027,09,2018,201809
952760,OM,870151027,10,2018,201810
950916,KW,870151152,11,2018,201811
952760,OM,870151027,12,2018,201812
954930,IQ,873051117,01,2018,201801
954930,IQ,873051117,02,2018,201802
954930,IQ,873051117,03,2018,201803
954930,IQ,873051117,04,2018,201804
954930,IQ,873051117,05,2018,201805
954930,IQ,873051117,06,2018,201806
954930,IQ,873051117,07,2018,201807
954930,IQ,873051117,08,2018,201808
954930,IQ,873051117,09,2018,201809
954930,IQ,873051117,10,2018,201810
950916,KW,870151153,11,2018,201811
954930,IQ,873051117,12,2018,201812
954930,IQ,871251014,01,2018,201801
954930,IQ,871251014,02,2018,201802
954930,IQ,871251014,03,2018,201803
954930,IQ,871251014,04,2018,201804
954930,IQ,871251014,05,2018,201805
954930,IQ,871251014,06,2018,201806
954930,IQ,871251014,07,2018,201807
954930,IQ,871251014,08,2018,201808
954930,IQ,871251014,09,2018,201809
954930,IQ,871251014,10,2018,201810
950916,KW,873051072,11,2018,201811
954930,IQ,871251014,12,2018,201812
954410,TR,853251035,01,2018,201801
954410,TR,853251035,02,2018,201802
954410,TR,853251035,03,2018,201803
954410,TR,853251035,04,2018,201804
954410,TR,853251035,05,2018,201805
954410,TR,853251035,06,2018,201806
954410,TR,853251035,07,2018,201807
954410,TR,853251035,08,2018,201808
954410,TR,853251035,09,2018,201809
954410,TR,853251035,10,2018,201810
950916,KW,870751143,11,2018,201811
954410,TR,853251035,12,2018,201812
955143,AE,870151052,01,2018,201801
955143,AE,870151052,02,2018,201802
955143,AE,870151052,03,2018,201803
955143,AE,870151052,04,2018,201804
955143,AE,870151052,05,2018,201805
955143,AE,870151052,06,2018,201806
955143,AE,870151052,07,2018,201807
955143,AE,870151052,08,2018,201808
955143,AE,870151052,09,2018,201809
955143,AE,870151052,10,2018,201810
922315,KW,820151071,11,2018,201811
955143,AE,870151052,12,2018,201812
954335,DZ,873051081,01,2018,201801
954335,DZ,869351055,01,2018,201801
954335,DZ,873051081,02,2018,201802
954335,DZ,869351055,02,2018,201802
954335,DZ,873051081,03,2018,201803
954335,DZ,869351055,03,2018,201803
954335,DZ,873051081,04,2018,201804
954335,DZ,869351055,04,2018,201804
954335,DZ,873051081,05,2018,201805
954335,DZ,869351055,05,2018,201805
954335,DZ,873051081,06,2018,201806
954335,DZ,869351055,06,2018,201806
954335,DZ,873051081,07,2018,201807
954335,DZ,869351055,07,2018,201807
954335,DZ,873051081,08,2018,201808
954335,DZ,869351055,08,2018,201808
954335,DZ,873051081,09,2018,201809
954335,DZ,869351055,09,2018,201809
954335,DZ,873051081,10,2018,201810
954335,DZ,869351055,10,2018,201810
951735,SA,869351052,11,2018,201811
922315,KW,820351180,11,2018,201811
954335,DZ,873051081,12,2018,201812
954335,DZ,869351055,12,2018,201812
954335,DZ,869351084,01,2018,201801
954335,DZ,869351084,02,2018,201802
954335,DZ,869351084,03,2018,201803
954335,DZ,869351084,04,2018,201804
954335,DZ,869351084,05,2018,201805
954335,DZ,869351084,06,2018,201806
954335,DZ,869351084,07,2018,201807
954335,DZ,869351084,08,2018,201808
954335,DZ,869351084,09,2018,201809
954335,DZ,869351084,10,2018,201810
950528,SA,870151012,11,2018,201811
954335,DZ,869351084,12,2018,201812
954335,DZ,873051124,01,2018,201801
954335,DZ,873051124,02,2018,201802
954335,DZ,873051124,03,2018,201803
954335,DZ,873051124,04,2018,201804
954335,DZ,873051124,05,2018,201805
954335,DZ,873051124,06,2018,201806
954335,DZ,873051124,07,2018,201807
954335,DZ,873051124,08,2018,201808
954335,DZ,873051124,09,2018,201809
954335,DZ,873051124,10,2018,201810
922315,KW,870151162,11,2018,201811
954335,DZ,873051124,12,2018,201812
954967,ZA,869351082,01,2018,201801
954967,ZA,869351082,02,2018,201802
954967,ZA,869351082,03,2018,201803
954967,ZA,869351082,04,2018,201804
954967,ZA,869351082,05,2018,201805
954967,ZA,869351082,06,2018,201806
954967,ZA,869351082,07,2018,201807
954967,ZA,869351082,08,2018,201808
954967,ZA,869351082,09,2018,201809
954967,ZA,869351082,10,2018,201810
922315,KW,870751058,11,2018,201811
954967,ZA,869351082,12,2018,201812
951730,SA,873751002,01,2018,201801
951730,SA,873051018,01,2018,201801
951730,SA,873751002,02,2018,201802
951730,SA,873051018,02,2018,201802
951730,SA,870151044,02,2018,201802
951730,SA,873751002,03,2018,201803
951730,SA,873051018,03,2018,201803
951730,SA,870151044,03,2018,201803
951730,SA,873751002,04,2018,201804
951730,SA,873051018,04,2018,201804
951730,SA,870151044,04,2018,201804
951730,SA,873751002,05,2018,201805
951730,SA,873051018,05,2018,201805
951730,SA,870151044,05,2018,201805
951730,SA,873751002,06,2018,201806
951730,SA,873051018,06,2018,201806
951730,SA,870151044,06,2018,201806
951730,SA,873751002,07,2018,201807
951730,SA,873051018,07,2018,201807
951730,SA,870151044,07,2018,201807
951730,SA,873751002,08,2018,201808
951730,SA,873051018,08,2018,201808
951730,SA,870151044,08,2018,201808
951730,SA,873751002,09,2018,201809
951730,SA,873051018,09,2018,201809
951730,SA,870151044,09,2018,201809
951730,SA,873751002,10,2018,201810
951730,SA,873051018,10,2018,201810
951730,SA,870151044,10,2018,201810
922315,KW,870151109,11,2018,201811
952384,KW,870751122,11,2018,201811
952760,OM,870151027,11,2018,201811
951730,SA,870151044,01,2018,201801
951730,SA,873751002,12,2018,201812
951730,SA,873051018,12,2018,201812
951730,SA,870151044,12,2018,201812
951730,SA,873751048,01,2018,201801
951730,SA,873751048,02,2018,201802
951730,SA,873751048,03,2018,201803
951730,SA,873751048,04,2018,201804
951730,SA,873751048,05,2018,201805
951730,SA,873751048,06,2018,201806
951730,SA,873751048,07,2018,201807
951730,SA,873751048,08,2018,201808
951730,SA,873751048,09,2018,201809
951730,SA,873751048,10,2018,201810
953978,SA,870151171,11,2018,201811
951730,SA,873751048,12,2018,201812
954556,TR,860351008,01,2018,201801
954556,TR,860351008,02,2018,201802
954556,TR,860351008,03,2018,201803
954556,TR,860351008,04,2018,201804
954556,TR,860351008,05,2018,201805
954556,TR,860351008,06,2018,201806
954556,TR,860351008,07,2018,201807
954556,TR,860351008,08,2018,201808
954556,TR,860351008,09,2018,201809
954556,TR,860351008,10,2018,201810
953978,SA,869351044,11,2018,201811
954556,TR,860351008,12,2018,201812
953274,IR,870151063,01,2018,201801
954905,IR,870151108,01,2018,201801
954907,IR,870151067,01,2018,201801
954906,IR,870151066,01,2018,201801
953858,IR,870151065,01,2018,201801
953274,IR,870151063,02,2018,201802
954905,IR,870151108,02,2018,201802
954907,IR,870151067,02,2018,201802
954906,IR,870151066,02,2018,201802
953858,IR,870151065,02,2018,201802
953274,IR,870151063,03,2018,201803
954905,IR,870151108,03,2018,201803
954907,IR,870151067,03,2018,201803
954906,IR,870151066,03,2018,201803
953858,IR,870151065,03,2018,201803
953274,IR,870151063,04,2018,201804
954905,IR,870151108,04,2018,201804
954907,IR,870151067,04,2018,201804
954906,IR,870151066,04,2018,201804
953858,IR,870151065,04,2018,201804
953274,IR,870151063,05,2018,201805
954905,IR,870151108,05,2018,201805
954907,IR,870151067,05,2018,201805
954906,IR,870151066,05,2018,201805
953858,IR,870151065,05,2018,201805
953274,IR,870151063,06,2018,201806
954905,IR,870151108,06,2018,201806
954907,IR,870151067,06,2018,201806
954906,IR,870151066,06,2018,201806
953858,IR,870151065,06,2018,201806
953274,IR,870151063,07,2018,201807
954905,IR,870151108,07,2018,201807
954907,IR,870151067,07,2018,201807
954906,IR,870151066,07,2018,201807
953858,IR,870151065,07,2018,201807
953274,IR,870151063,08,2018,201808
954905,IR,870151108,08,2018,201808
954907,IR,870151067,08,2018,201808
954906,IR,870151066,08,2018,201808
953858,IR,870151065,08,2018,201808
953274,IR,870151063,09,2018,201809
954905,IR,870151108,09,2018,201809
954907,IR,870151067,09,2018,201809
954906,IR,870151066,09,2018,201809
953858,IR,870151065,09,2018,201809
953274,IR,870151063,10,2018,201810
954905,IR,870151108,10,2018,201810
954907,IR,870151067,10,2018,201810
954906,IR,870151066,10,2018,201810
953858,IR,870151065,10,2018,201810
955143,AE,870151052,11,2018,201811
952870,EG,871251015,11,2018,201811
952870,EG,871251016,11,2018,201811
951729,YE,870151034,11,2018,201811
952870,EG,871251020,11,2018,201811
953274,IR,870151063,12,2018,201812
954905,IR,870151108,12,2018,201812
954907,IR,870151067,12,2018,201812
954906,IR,870151066,12,2018,201812
953858,IR,870151065,12,2018,201812
952870,EG,873051060,01,2018,201801
952870,EG,869351051,01,2018,201801
952870,EG,873051079,01,2018,201801
952870,EG,873051060,02,2018,201802
952870,EG,869351051,02,2018,201802
952870,EG,873051079,02,2018,201802
952870,EG,873051060,03,2018,201803
952870,EG,869351051,03,2018,201803
952870,EG,873051079,03,2018,201803
952870,EG,873051060,04,2018,201804
952870,EG,869351051,04,2018,201804
952870,EG,873051079,04,2018,201804
